ZONA;ICDO;SEXE;ANY;N01;N02;N03;N04;N05;N06;N07;N08;N09;N10;N11;N12;N13;N14;N15;N16;N17;N18;N21
R0003;12;1;2002;0;0;0;0;1;0;0;0;1;0;2;1;2;2;1;2;1;2;0
R0003;12;1;2003;0;0;0;0;0;0;0;0;1;1;1;2;1;1;4;2;2;0;0
R0003;12;1;2004;0;0;0;1;0;0;1;0;2;1;2;4;3;1;3;3;1;2;0
R0003;12;1;2005;0;0;0;0;0;0;0;1;0;2;1;2;5;3;2;4;4;1;0
R0003;12;1;2006;0;0;0;0;0;0;0;1;1;1;4;1;1;2;0;1;1;1;0
R0003;12;1;2007;0;0;0;0;0;0;0;0;0;0;3;2;2;6;3;4;1;1;0
R0003;12;1;2008;0;0;0;0;0;0;0;0;0;0;2;4;5;4;4;1;3;1;0
R0003;12;1;2009;0;0;0;0;0;0;0;0;0;1;2;1;5;2;2;4;1;2;0
R0003;12;1;2010;0;0;0;0;0;0;0;0;1;3;1;1;1;0;2;4;2;1;0
R0003;12;1;2011;0;0;0;0;0;0;0;0;2;2;3;1;4;1;1;1;3;3;0
R0003;12;2;1980;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
R0003;12;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
R0003;12;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
R0003;12;2;1983;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
R0003;12;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
R0003;12;2;1986;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0
R0003;12;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;12;2;1988;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0
R0003;12;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
R0003;12;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;0
R0003;12;2;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
R0003;12;2;1992;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;2;1;0;0
R0003;12;2;1993;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
R0003;12;2;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
R0003;12;2;1995;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
R0003;12;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0
R0003;12;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;12;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
R0003;12;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0
R0003;12;2;2001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;0
R0003;12;2;2002;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;2;0
R0003;12;2;2003;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0
R0003;12;2;2004;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;2;0
R0003;12;2;2005;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0
R0003;12;2;2006;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;1;0
R0003;12;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0
R0003;12;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
R0003;12;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0
R0003;12;2;2010;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0
R0003;12;2;2011;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0
R0003;13;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
R0003;13;1;1981;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0
R0003;13;1;1982;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0
R0003;13;1;1983;0;0;0;0;0;0;0;0;0;1;1;0;1;2;2;1;2;0;0
R0003;13;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
R0003;13;1;1985;0;0;0;0;0;0;0;1;0;2;0;1;1;0;2;1;1;0;0
R0003;13;1;1986;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;1;0
R0003;13;1;1987;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
R0003;13;1;1988;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;0;1;0
R0003;13;1;1989;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;0;0;0
R0003;13;1;1990;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;2;2;1;0
R0003;13;1;1991;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0
R0003;13;1;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
R0003;13;1;1993;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;1;0
R0003;13;1;1994;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
R0003;13;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
R0003;13;1;1996;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0
R0003;13;1;1997;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;1;0;0
R0003;13;1;1998;0;0;0;0;0;0;0;0;0;0;1;3;0;0;2;1;1;0;0
R0003;13;1;1999;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;0;0
R0003;13;1;2000;0;0;0;0;0;0;0;0;0;0;1;3;2;1;1;1;0;0;0
R0003;13;1;2001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;0
R0003;13;1;2002;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;2;1;0;0
R0003;13;1;2003;0;0;0;0;0;0;0;0;1;0;0;2;1;1;1;3;1;1;0
R0003;13;1;2004;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;0;0;0
R0003;13;1;2005;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0
R0003;13;1;2006;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;1;0
R0003;13;1;2007;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3;1;0;0;0
R0003;13;1;2008;0;0;0;0;0;0;0;0;0;0;0;2;3;1;4;1;1;0;0
R0003;13;1;2009;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
R0003;13;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0
R0003;13;1;2011;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;0;0;0
R0003;13;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
R0003;13;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;13;2;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
R0003;13;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;13;2;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R0003;13;2;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;13;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R0003;13;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;13;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R0003;13;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
R0003;13;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R0003;13;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
R0003;13;2;2007;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0
R0003;13;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
R0003;13;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;13;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;14;1;1980;0;0;0;0;0;0;0;0;0;0;5;4;1;2;5;8;4;1;0
R0003;14;1;1981;0;0;0;0;0;0;1;0;1;1;4;1;1;6;2;3;1;0;0
R0003;14;1;1982;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;2;0;1;0
R0003;14;1;1983;0;0;0;0;0;0;0;0;0;1;0;2;4;3;6;5;3;1;0
R0003;14;1;1984;0;0;0;0;0;0;1;1;0;0;1;0;2;3;1;3;6;1;1
R0003;14;1;1985;0;0;0;0;0;0;0;0;0;1;1;0;1;2;3;2;3;0;0
R0003;14;1;1986;0;0;0;0;0;0;0;0;0;0;0;2;5;7;3;4;1;2;0
R0003;14;1;1987;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;4;5;3;0
R0003;14;1;1988;0;0;0;0;0;0;0;0;0;0;1;2;3;1;6;0;3;1;0
R0003;14;1;1989;0;0;0;0;0;0;0;1;0;0;2;2;1;1;5;0;0;2;0
R0003;14;1;1990;0;0;0;0;0;0;0;0;2;0;0;0;1;5;1;4;1;0;0
R0003;14;1;1991;0;0;0;0;0;0;0;0;0;0;0;3;2;5;0;3;1;1;0
R0003;14;1;1992;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;3;4;4;0
R0003;14;1;1993;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3;4;0;0;0
R0003;14;1;1994;0;0;0;0;0;0;0;0;0;0;1;1;4;2;6;3;3;4;0
R0003;14;1;1995;0;0;0;0;0;0;0;0;0;1;0;2;1;1;4;0;5;4;0
R0003;14;1;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;6;3;3;0
R0003;14;1;1997;0;0;0;0;0;0;0;0;0;1;0;1;0;4;1;2;2;1;0
R0003;14;1;1998;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;4;0;1;0
R0003;14;1;1999;0;0;0;0;0;0;0;1;0;0;0;0;2;6;3;2;2;0;0
R0003;14;1;2000;0;0;0;0;0;0;0;1;0;1;0;2;2;3;3;2;0;4;0
R0003;14;1;2001;0;0;0;0;0;0;0;0;0;2;1;1;1;2;3;2;1;2;0
R0003;14;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;2;3;0
R0003;14;1;2003;0;0;0;0;0;0;0;1;0;0;1;2;0;2;0;3;4;0;0
R0003;14;1;2004;0;0;0;0;0;0;0;1;1;1;0;1;0;2;1;1;1;1;0
R0003;14;1;2005;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;5;4;2;0
R0003;14;1;2006;0;0;0;0;0;0;0;1;0;2;2;3;1;4;4;2;0;5;0
R0003;14;1;2007;0;0;0;0;0;0;0;0;0;2;0;0;2;1;2;2;2;0;0
R0003;14;1;2008;0;0;0;0;0;0;0;0;1;1;1;1;0;0;8;2;5;1;0
R0003;14;1;2009;0;0;0;0;0;0;0;0;1;1;1;0;4;4;1;2;3;0;0
R0003;14;1;2010;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;4;0;0;0
R0003;14;1;2011;0;0;0;0;0;0;0;0;0;2;2;1;1;1;2;3;2;0;0
R0003;14;2;1980;0;0;0;0;0;0;1;0;0;0;0;1;2;1;2;4;1;1;0
R0003;14;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;2;0
R0003;14;2;1982;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;3;3;0
R0003;14;2;1983;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;3;0;0
R0003;14;2;1984;0;0;0;0;0;0;0;1;0;0;2;0;0;3;2;5;1;1;0
R0003;14;2;1985;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;2;5;1;0
R0003;14;2;1986;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;2;1;3;0
R0003;14;2;1987;0;0;0;0;0;0;0;0;0;1;0;1;2;1;3;1;3;3;0
R0003;14;2;1988;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;3;2;0;0
R0003;14;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0
R0003;14;2;1990;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;0;0;1;0
R0003;14;2;1991;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;5;0;4;0
R0003;14;2;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;1;3;0
R0003;14;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;0
R0003;14;2;1994;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;2;3;0
R0003;14;2;1995;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0
R0003;14;2;1996;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;3;0
R0003;14;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0
R0003;14;2;1998;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;2;0
R0003;14;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;0;0
R0003;14;2;2000;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;1;1;0
R0003;14;2;2001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;1;3;0
R0003;14;2;2002;0;0;0;0;0;0;0;2;0;0;1;0;0;2;2;1;2;1;0
R0003;14;2;2003;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3;3;1;1;0
R0003;14;2;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;6;0;0
R0003;14;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
R0003;14;2;2006;0;0;0;0;0;0;0;1;0;0;1;1;0;1;2;0;1;2;0
R0003;14;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
R0003;14;2;2008;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;2;2;0
R0003;14;2;2009;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
R0003;14;2;2010;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;0;0
R0003;14;2;2011;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;1;1;0
R0003;15;1;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R0003;15;1;1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
R0003;15;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
R0003;15;1;1986;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
R0003;15;1;1987;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R0003;15;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
R0003;15;1;1991;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;15;1;1994;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
R0003;15;1;1995;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
R0003;15;1;1999;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R0003;15;1;2003;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R0003;15;1;2004;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
R0003;15;1;2005;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
R0003;15;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;1;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;15;1;2011;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0
R0003;15;2;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;15;2;1981;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
R0003;15;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
R0003;15;2;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;15;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;15;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
R0003;15;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
R0003;15;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;15;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
R0003;15;2;2004;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0
R0003;15;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
R0003;15;2;2007;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
R0003;15;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
R0003;15;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
R0003;15;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
R0003;16;1;1980;0;0;0;0;0;0;0;0;1;0;3;0;0;2;2;1;1;3;0
R0003;16;1;1981;0;0;0;0;0;0;0;1;0;2;0;1;2;0;3;4;1;1;0
R0003;16;1;1982;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;1;0
R0003;16;1;1983;0;0;0;0;0;0;0;0;1;1;0;1;3;3;1;2;2;2;0
R0003;16;1;1984;0;0;0;0;1;0;0;0;0;0;0;2;1;3;5;3;2;2;0
R0003;16;1;1985;0;0;1;0;0;0;0;0;0;0;2;1;1;3;6;7;1;0;0
R0003;16;1;1986;0;0;0;0;0;0;1;0;0;0;1;4;1;4;2;5;2;0;0
R0003;16;1;1987;0;0;0;0;0;0;0;1;1;0;3;1;3;5;6;8;3;4;0
R0003;16;1;1988;0;0;0;0;0;0;0;0;0;0;4;1;3;2;4;5;3;1;0
R0003;16;1;1989;0;0;0;0;0;0;0;0;2;1;0;1;6;3;3;3;2;2;0
R0003;16;1;1990;0;0;0;0;0;0;0;0;1;1;2;2;4;3;5;5;6;1;0
R0003;16;1;1991;0;0;0;0;0;0;0;0;2;0;0;2;5;5;3;6;4;0;0
R0003;16;1;1992;0;0;0;0;0;0;0;0;0;1;1;2;1;6;2;6;3;3;0
R0003;16;1;1993;0;0;0;0;0;0;0;0;0;2;3;1;2;5;4;7;6;5;0
R0003;16;1;1994;0;0;0;0;0;0;0;1;0;1;0;2;3;7;5;3;7;4;0
R0003;16;1;1995;0;0;0;0;0;0;0;1;2;0;3;3;4;9;6;2;5;2;0
R0003;16;1;1996;0;0;0;0;0;0;2;0;1;0;0;1;4;7;4;5;4;1;0
R0003;16;1;1997;0;0;0;0;0;0;0;0;1;1;1;4;4;5;2;12;7;3;0
R0003;16;1;1998;0;0;0;0;0;0;0;1;1;0;1;2;4;2;8;5;4;6;0
R0003;16;1;1999;0;0;0;0;0;0;0;1;0;2;0;2;8;9;11;13;6;3;0
R0003;16;1;2000;0;0;0;0;0;0;0;1;0;2;4;3;4;6;12;10;8;3;0
R0003;16;1;2001;0;0;0;0;0;0;0;0;1;0;0;4;2;8;8;8;7;5;0
R0003;16;1;2002;0;0;0;0;0;0;0;0;0;2;3;0;0;7;12;10;6;3;0
R0003;16;1;2003;0;0;0;0;0;0;0;3;1;2;2;3;5;5;11;9;8;4;0
R0003;16;1;2004;0;0;0;0;0;0;0;0;1;3;3;2;5;6;10;15;9;6;0
R0003;16;1;2005;0;0;0;0;0;0;0;0;0;1;2;2;5;9;10;9;10;6;0
R0003;16;1;2006;0;0;0;0;0;0;0;1;1;2;3;3;1;6;10;13;1;7;0
R0003;16;1;2007;0;0;0;0;0;0;0;1;1;0;7;3;7;2;11;17;7;8;0
R0003;16;1;2008;0;0;0;0;0;0;0;1;1;2;1;1;6;6;10;11;7;5;0
R0003;16;1;2009;0;0;0;0;0;0;1;1;0;1;1;5;5;10;8;10;13;7;0
R0003;16;1;2010;0;0;0;0;0;1;0;1;0;2;5;4;5;7;9;19;15;7;0
R0003;16;1;2011;0;0;0;0;0;0;0;0;1;2;3;1;6;7;9;18;11;6;0
R0003;16;2;1980;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;3;0;1;0
R0003;16;2;1981;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;1;0;1;0
R0003;16;2;1982;0;0;0;0;0;0;1;1;0;1;0;2;0;4;3;5;1;0;0
R0003;16;2;1983;0;0;0;0;0;0;0;1;0;0;0;0;2;2;3;5;0;1;0
R0003;16;2;1984;0;0;0;0;0;0;0;0;0;0;0;1;2;3;9;3;3;3;0
R0003;16;2;1985;0;0;0;0;0;0;1;0;0;0;2;3;5;2;4;2;2;0;0
R0003;16;2;1986;0;0;0;0;0;0;0;0;0;2;1;0;5;3;3;2;2;0;0
R0003;16;2;1987;0;0;0;0;0;0;1;0;0;2;0;0;3;5;2;3;3;1;0
R0003;16;2;1988;0;0;0;0;0;0;0;0;1;1;2;1;2;3;3;3;6;7;0
R0003;16;2;1989;0;0;0;0;0;0;1;0;1;0;1;1;2;4;3;6;3;2;0
R0003;16;2;1990;0;0;0;0;0;0;0;0;1;1;2;1;3;2;4;2;7;1;0
R0003;16;2;1991;0;0;0;0;0;0;0;1;0;2;1;2;3;4;2;9;6;2;0
R0003;16;2;1992;0;0;0;0;0;0;0;0;1;1;1;3;3;1;8;6;4;3;0
R0003;16;2;1993;0;0;0;0;0;0;1;0;2;1;0;1;6;4;5;8;4;3;0
R0003;16;2;1994;0;0;0;0;0;0;0;2;2;0;1;1;2;2;6;3;6;10;0
R0003;16;2;1995;0;0;0;0;0;0;0;0;0;0;2;1;4;4;7;4;5;2;0
R0003;16;2;1996;0;0;0;0;0;1;1;1;1;0;0;1;1;8;4;8;8;3;0
R0003;16;2;1997;0;0;0;0;0;0;0;1;0;1;0;2;4;5;6;7;3;7;0
R0003;16;2;1998;0;0;0;0;0;0;0;0;2;1;1;0;2;3;6;10;9;2;0
R0003;16;2;1999;0;0;0;0;0;0;1;0;1;0;2;2;1;5;4;6;7;5;0
R0003;16;2;2000;0;0;0;0;0;0;0;1;1;2;1;2;2;6;10;7;6;2;0
R0003;16;2;2001;0;0;0;0;0;1;0;0;2;0;2;2;2;6;6;6;7;0;0
R0003;16;2;2002;0;0;0;0;0;0;2;2;2;1;1;1;2;4;8;9;6;9;0
R0003;16;2;2003;0;0;0;0;0;0;0;0;3;2;2;4;4;7;5;8;5;7;0
R0003;16;2;2004;0;0;0;0;0;0;1;1;1;1;1;2;4;8;7;11;9;4;0
R0003;16;2;2005;0;0;0;0;0;1;0;0;1;1;0;2;5;5;7;10;2;2;0
R0003;16;2;2006;0;0;0;0;0;0;0;2;0;2;2;2;5;4;4;12;5;6;0
R0003;16;2;2007;0;0;0;0;0;1;0;0;3;2;2;2;2;7;6;7;8;7;0
R0003;16;2;2008;0;0;0;0;0;0;0;0;2;1;5;3;5;3;5;8;6;5;0
R0003;16;2;2009;0;0;0;0;0;0;0;0;1;0;3;5;4;8;6;13;12;7;0
R0003;16;2;2010;0;0;0;0;0;0;0;1;0;1;2;2;4;5;6;7;11;1;0
R0003;16;2;2011;0;0;0;0;0;0;0;1;1;3;3;4;2;3;9;12;5;8;0
R0003;17;1;1980;0;0;0;0;0;0;0;0;1;0;2;0;2;0;3;1;2;2;0
R0003;17;1;1981;0;0;0;0;0;0;0;0;0;2;1;1;0;1;2;2;1;1;0
R0003;17;1;1982;0;0;0;0;1;0;0;0;0;0;0;0;1;2;4;1;3;0;0
R0003;17;1;1983;0;0;0;0;0;0;0;0;0;1;0;0;2;3;3;3;1;2;0
R0003;17;1;1984;0;0;0;0;0;0;0;0;0;1;0;1;1;1;5;5;2;0;0
R0003;17;1;1985;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;2;2;0
R0003;17;1;1986;0;0;0;0;0;0;0;1;0;1;0;1;4;1;6;3;1;0;0
R0003;17;1;1987;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;6;1;0;0
R0003;17;1;1988;0;0;0;0;0;0;0;0;0;0;2;2;1;2;6;3;3;3;0
R0003;17;1;1989;0;0;0;0;0;0;0;0;0;1;0;5;3;2;2;2;2;1;0
R0003;17;1;1990;0;0;0;0;0;0;1;0;0;1;1;0;3;2;1;4;2;1;0
R0003;17;1;1991;0;0;0;0;0;0;0;0;0;0;1;2;3;4;4;3;1;1;0
R0003;17;1;1992;0;0;0;0;0;0;1;0;0;0;0;2;2;4;1;3;3;0;0
R0003;17;1;1993;0;0;0;0;0;0;0;0;1;1;2;4;0;1;7;4;1;1;0
R0003;17;1;1994;0;0;0;0;0;0;0;0;1;1;1;3;3;3;3;0;0;3;0
R0003;17;1;1995;0;0;0;0;0;0;0;0;0;0;1;1;4;7;4;1;1;0;0
R0003;17;1;1996;0;0;0;0;0;0;0;1;1;0;1;0;2;0;2;5;1;1;0
R0003;17;1;1997;0;0;0;0;0;0;1;0;0;0;0;0;1;4;8;2;3;1;0
R0003;17;1;1998;0;0;0;0;0;0;0;0;0;0;1;0;2;2;4;5;4;1;0
R0003;17;1;1999;0;0;0;0;0;0;0;0;0;2;0;0;2;2;7;5;0;4;0
R0003;17;1;2000;0;0;0;0;0;0;0;0;0;0;1;3;2;6;5;5;3;4;0
R0003;17;1;2001;0;0;0;0;0;0;0;0;1;1;0;1;4;7;6;5;1;1;0
R0003;17;1;2002;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;6;3;0;0
R0003;17;1;2003;0;0;0;0;0;0;1;0;0;0;1;4;3;4;7;5;5;1;0
R0003;17;1;2004;0;0;0;0;0;0;0;0;1;2;1;1;5;8;3;1;7;1;0
R0003;17;1;2005;0;0;0;0;0;0;0;0;1;1;1;2;3;1;6;3;4;4;0
R0003;17;1;2006;0;0;0;0;0;0;0;0;1;1;2;1;5;5;6;4;5;6;0
R0003;17;1;2007;0;0;0;0;0;0;0;0;1;2;4;4;2;0;7;4;7;5;0
R0003;17;1;2008;0;0;0;0;0;1;0;0;1;4;3;0;2;2;8;9;7;3;0
R0003;17;1;2009;0;0;0;0;0;0;0;0;1;1;3;0;2;2;6;8;3;3;0
R0003;17;1;2010;0;0;0;0;0;1;0;0;0;1;4;1;2;6;1;9;2;2;0
R0003;17;1;2011;0;0;0;0;0;0;0;1;0;0;1;2;3;4;7;9;3;3;0
R0003;17;2;1980;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;3;0;0;0
